id,laptop_ID,Company,Product,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Total Resolution
1256,1065,914.0,Noteb Pav,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Nvidia GeForce 940MX,Windows 10,1.91,979.0,2073600.0
1257,842,899.0,Thinkpad T460,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.7,1186.0,2073600.0
1258,797,559.0,Predator G9-793,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,2299.0,2073600.0
1260,829,899.0,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.1,489.9,1049088.0
1261,317,1684.0,GE63VR 7RF,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,2099.0,2073600.0
1262,245,899.0,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,8.0,128GB SSD,Intel HD Graphics 520,Windows 10,2.2,589.0,1049088.0
1263,94,914.0,Probook 430,Notebook,13.3,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49,1197.0,2073600.0
1264,157,914.0,EliteBook 840,Ultrabook,14.0,Intel Core i5 7500U 2.7GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,1082.0,2073600.0
1268,426,899.0,ThinkPad E480,Ultrabook,14.0,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,AMD Radeon RX 550,Windows 10,1.75,1215.38,2073600.0
1269,825,3049.0,Blade Stealth,Ultrabook,12.5,Intel Core i7 7500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.29,1799.0,8294400.0
1270,708,949.0,Inspiron 5577,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56,819.0,2073600.0
1271,319,963.0,VivoBook Flip,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,2.0,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.1,275.0,1049088.0
1272,210,949.0,Inspiron 3567,Notebook,15.6,Intel Core i3 7100U 2.4GHz,6.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,439.0,1049088.0
1273,1278,899.0,Yoga 500-14IBD,2 in 1 Convertible,14.0,Intel Core i5 6200U 2.3GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.8,833.01,2073600.0
1274,565,914.0,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,AMD A10-Series A10-9620P 2.5GHz,6.0,128GB SSD,AMD Radeon 530,Windows 10,1.91,568.9,2073600.0
1275,774,559.0,TravelMate P238-M,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.6,655.0,1049088.0
1276,344,963.0,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,Linux,2.0,274.99,1049088.0
1277,571,963.0,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,839.0,2073600.0
1280,249,899.0,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.38,1079.0,2073600.0
1282,1246,899.0,IdeaPad Y700-15ISK,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6,1029.0,2073600.0
1283,615,899.0,Yoga 720-15IKB,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Intel HD Graphics 630,Windows 10,2.0,1299.0,2073600.0
1284,553,899.0,ThinkPad E470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.87,785.0,2073600.0
1287,539,963.0,Zenbook UX510UW-FI095T,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.0,1299.0,8294400.0
1288,934,949.0,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,AMD Radeon R5 M420,Windows 10,2.18,684.99,1049088.0
1289,526,963.0,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,1504.0,2073600.0
1290,297,914.0,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel Core i3 6006U 2GHz,8.0,1TB HDD,Intel HD Graphics 520,Windows 10,2.54,489.0,1440000.0
1291,1228,1339.69,"MacBook 12""",Ultrabook,12.0,Intel Core M 1.2GHz,8.0,512GB Flash Storage,Intel HD Graphics 515,Mac OS X,0.92,1279.0,3317760.0
1292,1251,1684.0,GE72VR Apache,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,1598.0,2073600.0
1293,322,899.0,ThinkPad 13,Notebook,13.3,Intel Celeron Dual Core 3855U 1.6GHz,4.0,16GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,459.9,1049088.0
1294,1210,914.0,250 G6,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.86,485.0,1049088.0
1296,932,949.0,Inspiron 7567,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.6,1349.0,2073600.0
1297,1166,914.0,EliteBook 850,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.88,1579.0,2073600.0
1298,473,559.0,Aspire 5,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.2,469.0,1049088.0
1300,1111,949.0,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36,638.8,2073600.0
1301,674,949.0,Latitude 3580,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.06,955.0,2073600.0
1302,403,899.0,ThinkPad E580,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,AMD Radeon RX 550,Windows 10,2.1,1229.56,2073600.0
